

Method,CTCP
BK TCP Number,0
MSS,1500
SendRate(Mb/s),ReceiveRate(Mb/s),Recv Loss,RTT(ms),CWnd,FlowWindow,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s)
0,0.255871,0,147.315,2,8192,0,0,0,0.011648
0,0.0232665,0,334.292,2,8192,0,0,0,0.011648
0,0.0232845,0,334.292,2,8192,0,0,0,0.011648
0,0.0232933,0,535.507,2,8192,0,0,0,0.011648
0,0.0232815,0,535.507,2,8192,0,0,0,0.011648
0,0.0232766,0,698.752,2,8192,0,0,0,0.011648
0,0.0232879,0,698.752,2,8192,0,0,0,0.011648
0,0.023261,0,832.74,2,8192,0,0,0,0.011648
0,0.0232338,0,832.74,2,8192,0,0,0,0.011648
0,0.0232688,0,932.728,2,8192,0,0,0,0.011648
0,0.023279,0,932.728,2,8192,0,0,0,0.011648
0,0.0465804,0,1119.73,2,8192,0,0,0,0.011648
0,0.0232858,0,1160.05,2,8192,0,0,0,0.011648
0,0.0116386,0,1160.05,2,8192,0,0,0,0.011648
0,0.0349157,0,1262.48,2,8192,0,0,0,0.011648
0,0,0,1262.48,2,8192,0,0,0,0.011648
0,0.0232683,0,1262.48,2,8192,0,0,0,0.011648
0,0.0232918,0,1262.48,2,8192,0,0,0,0.011648
0,0.0232905,0,1262.48,2,8192,0,0,0,0.011648
0,0.0232663,0,1262.48,2,8192,0,0,0,0.011648
0,0.0116393,0,1802.83,2,8192,0,0,0,0.011648
0,0.0232876,0,1802.83,2,8192,0,0,0,0.011648
0,0.0116423,0,2447.86,2,8192,0,0,0,0.011648
0,0.0232917,0,2447.86,2,8192,0,0,0,0.011648
0,0.0232932,0,2447.86,2,8192,0,0,0,0.011648
0,0.023282,0,2447.86,2,8192,0,0,0,0.011648
0,0.0232803,0,2447.86,2,8192,0,0,0,0.011648
0,0,0,2447.86,2,8192,0,0,0,0.011648
0,0.0232855,0,2447.86,2,8192,0,0,0,0.011648
0,0.0349037,0,4160.64,2,8192,0,0,0,0.011648
0,0.0116144,0,4693.27,2,8192,0,0,0,0.011648
0,0,0,4693.27,2,8192,0,0,0,0.011648
0,0,0,4693.27,2,8192,0,0,0,0.011648
0,0.687067,0,56.191,2,8192,0,0,0,0.011648
0,1.10577,0,9.885,2,8192,0,0,0,0.011648
0,1.43241,0,12.894,2,8192,0,0,0,0.011648
0,1.67683,0,10.77,2,8192,0,0,0,0.011648
0,0.069845,0,176.16,2,8192,0,0,0,0.011648
0,0.291126,0,73.519,2,8192,0,0,0,0.011648
0,0.0349357,0,227.998,2,8192,0,0,0,0.011648
0,0.0931449,0,199.827,2,8192,0,0,0,0.011648
0,0.116457,0,171.941,2,8192,0,0,0,0.011648
0,0.0698717,0,227.285,2,8192,0,0,0,0.011648
0,0.0465045,0,361.309,2,8192,0,0,0,0.011648
0,0.0232901,0,426.953,2,8192,0,0,0,0.011648
0,0.325578,0,69.96,2,8192,0,0,0,0.011648
0,0.209625,0,110.699,2,8192,0,0,0,0.011648
0,0.0465493,0,175.52,2,8192,0,0,0,0.011648
0,0.0698399,0,247.49,2,8192,0,0,0,0.011648
0,0.0232892,0,279.59,2,8192,0,0,0,0.011648
0,0.0697909,0,382.784,2,8192,0,0,0,0.011648
0,1.07131,0,4.902,2,8192,0,0,0,0.011648
0,1.86067,0,5.653,2,8192,0,0,0,0.011648
0,2.51541,0,3.95,2,8192,0,0,0,0.011648
0,1.17588,0,7.931,2,8192,0,0,0,0.011648
0,1.67612,0,14.99,2,8192,0,0,0,0.011648
0,1.73496,0,11.403,2,8192,0,0,0,0.011648
0,1.74367,0,7.125,2,8192,0,0,0,0.011648
0,1.25689,0,11.827,2,8192,0,0,0,0.011648
0,1.11774,0,9.376,2,8192,0,0,0,0.011648
0,2.06117,0,9.946,2,8192,0,0,0,0.011648
0,2.06113,0,9.239,2,8192,0,0,0,0.011648
0,2.19912,0,5.14,2,8192,0,0,0,0.011648
0,2.66539,0,4.947,2,8192,0,0,0,0.011648
0,1.94467,0,4.231,2,8192,0,0,0,0.011648
0,1.60637,0,5.697,2,8192,0,0,0,0.011648
0,1.96652,0,4.89,2,8192,0,0,0,0.011648
0,1.55969,0,6.841,2,8192,0,0,0,0.011648
0,1.85161,0,4.473,2,8192,0,0,0,0.011648
0,2.60808,0,6.268,2,8192,0,0,0,0.011648
0,2.72465,0,4.118,2,8192,0,0,0,0.011648
0,1.90608,0,10.446,2,8192,0,0,0,0.011648
0,1.09408,0,7.642,2,8192,0,0,0,0.011648
0,1.85101,0,7.411,2,8192,0,0,0,0.011648
0,2.14299,0,12.974,2,8192,0,0,0,0.011648
0,2.44438,0,7.274,2,8192,0,0,0,0.011648
0,4.06279,0,8.1,2,8192,0,0,0,0.011648
0,3.90109,0,2.787,2,8192,0,0,0,0.011648
0,3.52773,0,2.903,2,8192,0,0,0,0.011648
0,2.45667,0,9.08,2,8192,0,0,0,0.011648
0,3.86619,0,2.279,2,8192,0,0,0,0.011648
0,3.65632,0,3.226,2,8192,0,0,0,0.011648
0,4.34131,0,2.912,2,8192,0,0,0,0.011648
0,3.64273,0,5.827,2,8192,0,0,0,0.011648
0,3.28415,0,4.037,2,8192,0,0,0,0.011648
0,1.80341,0,9.384,2,8192,0,0,0,0.011648
0,2.66471,0,5.022,2,8192,0,0,0,0.011648
0,3.26054,0,4.526,2,8192,0,0,0,0.011648
0,3.38721,0,2.745,2,8192,0,0,0,0.011648
0,4.10872,0,3.777,2,8192,0,0,0,0.011648
0,2.36384,0,6.21,2,8192,0,0,0,0.011648
0,4.51505,0,3.431,2,8192,0,0,0,0.011648
0,3.65586,0,3.002,2,8192,0,0,0,0.011648
0,2.9696,0,5.232,2,8192,0,0,0,0.011648
0,3.83104,0,3.252,2,8192,0,0,0,0.011648
0,2.89957,0,4.798,2,8192,0,0,0,0.011648
0,3.84283,0,3.476,2,8192,0,0,0,0.011648
0,4.07548,0,4.124,2,8192,0,0,0,0.011648
0,3.52632,0,2.574,2,8192,0,0,0,0.011648
0,2.99274,0,3.859,2,8192,0,0,0,0.011648
0,3.40928,0,3.392,2,8192,0,0,0,0.011648
0,3.22866,0,8.76,2,8192,0,0,0,0.011648
0,3.15382,0,4.55,2,8192,0,0,0,0.011648
0,3.74925,0,2.089,2,8192,0,0,0,0.011648
0,3.03912,0,4.312,2,8192,0,0,0,0.011648
0,2.85276,0,7.049,2,8192,0,0,0,0.011648
0,2.55978,0,7.066,2,8192,0,0,0,0.011648
0,3.17615,0,7.957,2,8192,0,0,0,0.011648
0,3.32913,0,5.375,2,8192,0,0,0,0.011648
0,3.24822,0,2.413,2,8192,0,0,0,0.011648
0,3.45816,0,3.328,2,8192,0,0,0,0.011648
0,3.68841,0,3.01,2,8192,0,0,0,0.011648
0,2.57339,0,6.426,2,8192,0,0,0,0.011648
0,2.86483,0,3.268,2,8192,0,0,0,0.011648
0,1.94492,0,6.866,2,8192,0,0,0,0.011648
0,2.76927,0,4.149,2,8192,0,0,0,0.011648
0,3.5376,0,4.439,2,8192,0,0,0,0.011648
0,4.11993,0,3.203,2,8192,0,0,0,0.011648
0,3.5151,0,4.895,2,8192,0,0,0,0.011648
0,3.19069,0,5.166,2,8192,0,0,0,0.011648
0,3.48128,0,3.937,2,8192,0,0,0,0.011648
